Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2021,Champaign,IL,Passenger,1,0,1,13,14,7.14
June 30 2023,Klickitat,WA,Passenger,151,64,215,15132,15347,1.40
February 29 2020,Hawaii,HI,Passenger,1,0,1,63,64,1.56
August 31 2020,Washtenaw,MI,Passenger,1,1,2,37,39,5.13
July 31 2022,El Paso,CO,Passenger,2,1,3,599,602,0.50
June 30 2019,Duval,FL,Passenger,1,2,3,382,385,0.78
April 30 2021,Morris,NJ,Passenger,1,0,1,16,17,5.88
November 30 2017,Portsmouth,VA,Passenger,0,1,1,65,66,1.52
October 31 2017,Flathead,MT,Passenger,1,0,1,56,57,1.75
February 28 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
July 31 2020,Island,WA,Passenger,430,273,703,62816,63519,1.11
December 31 2023,Orange,CA,Passenger,6,2,8,253,261,3.07
June 30 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
November 30 2023,Marin,CA,Passenger,0,1,1,25,26,3.85
March 31 2023,Marion,IA,Passenger,1,0,1,0,1,100.00
April 30 2023,Pierce,WA,Truck,140,0,140,137790,137930,0.10
August 31 2023,San Juan,WA,Passenger,643,175,818,13715,14533,5.63
December 31 2022,Newport News,VA,Passenger,1,0,1,103,104,0.96
May 31 2021,Northampton,PA,Passenger,1,0,1,70,71,1.41
December 31 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
September 30 2020,Bucks,PA,Passenger,1,0,1,22,23,4.35
August 31 2020,Chelan,WA,Passenger,248,80,328,54169,54497,0.60
August 31 2023,Skagit,WA,Passenger,1186,434,1620,88337,89957,1.80
November 30 2019,Kittitas,WA,Truck,0,0,0,14621,14621,0.00
January 31 2019,Thurston,WA,Truck,0,0,0,54920,54920,0.00
August 31 2022,Stevens,WA,Truck,1,0,1,18899,18900,0.01
July 31 2021,Contra Costa,CA,Passenger,2,3,5,258,263,1.90
August 31 2019,Bucks,PA,Passenger,1,0,1,25,26,3.85
February 28 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
July 31 2021,Kittitas,WA,Passenger,166,68,234,29973,30207,0.77
May 31 2019,Contra Costa,CA,Passenger,2,2,4,378,382,1.05
July 31 2019,Nueces,TX,Passenger,1,1,2,91,93,2.15
June 30 2023,Allen,IN,Passenger,1,0,1,13,14,7.14
September 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
February 28 2018,Prince William,VA,Passenger,0,4,4,268,272,1.47
September 30 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
August 31 2022,Whatcom,WA,Passenger,1915,766,2681,148787,151468,1.77
July 31 2021,Cowlitz,WA,Passenger,229,146,375,72229,72604,0.52
May 31 2022,Clallam,WA,Truck,1,0,1,21942,21943,0.00
July 31 2023,Lincoln,WA,Truck,0,0,0,4853,4853,0.00
August 31 2022,,,Passenger,4,1,5,290,295,1.69
January 31 2020,Montgomery,TX,Passenger,1,0,1,60,61,1.64
December 31 2022,Howard,MD,Passenger,0,2,2,51,53,3.77
April 30 2017,Kent,MI,Passenger,0,1,1,37,38,2.63
July 31 2022,Montgomery,PA,Passenger,1,0,1,21,22,4.55
June 30 2020,Whatcom,WA,Truck,3,0,3,43001,43004,0.01
February 28 2017,Juneau,AK,Passenger,0,1,1,55,56,1.79
August 31 2018,Ada,ID,Passenger,0,2,2,324,326,0.61
March 31 2021,Boulder,CO,Passenger,1,1,2,51,53,3.77
October 31 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
September 30 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
August 31 2017,Mason,WA,Passenger,59,73,132,43921,44053,0.30
January 31 2022,Chesapeake,VA,Passenger,2,2,4,381,385,1.04
February 28 2019,Orange,CA,Passenger,5,2,7,553,560,1.25
March 31 2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69
August 31 2022,King,WA,Truck,204,2,206,179955,180161,0.11
May 31 2020,Cowlitz,WA,Passenger,136,115,251,72352,72603,0.35
December 31 2023,Polk,OR,Passenger,1,1,2,8,10,20.00
August 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
October 31 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
April 30 2020,Lewis,WA,Passenger,99,106,205,58638,58843,0.35
November 30 2018,Tarrant,TX,Passenger,1,0,1,212,213,0.47
September 30 2023,Okanogan,WA,Truck,7,0,7,16263,16270,0.04
February 28 2021,Adams,WA,Truck,0,0,0,5343,5343,0.00
October 31 2023,Sarpy,NE,Passenger,1,0,1,46,47,2.13
May 31 2023,Monterey,CA,Passenger,1,2,3,117,120,2.50
September 30 2022,Clark,NV,Passenger,8,2,10,489,499,2.00
October 31 2021,San Mateo,CA,Passenger,2,0,2,93,95,2.11
January 31 2017,Wahkiakum,WA,Truck,0,0,0,1624,1624,0.00
December 31 2021,Columbia,OR,Passenger,1,0,1,25,26,3.85
April 30 2023,Sarasota,FL,Passenger,1,0,1,17,18,5.56
October 31 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
April 30 2021,Clallam,WA,Truck,1,0,1,21986,21987,0.00
November 30 2021,Escambia,FL,Passenger,0,1,1,144,145,0.69
November 30 2022,Muscogee,GA,Passenger,0,1,1,119,120,0.83
January 31 2021,Lake,FL,Passenger,1,0,1,21,22,4.55
September 30 2022,Snohomish,WA,Passenger,9066,2622,11688,530880,542568,2.15
June 30 2017,Lincoln,WA,Truck,0,0,0,4428,4428,0.00
September 30 2020,Denver,CO,Passenger,1,0,1,114,115,0.87
May 31 2023,Pierce,WA,Truck,153,0,153,137363,137516,0.11
December 31 2018,Grant,WA,Truck,0,0,0,26255,26255,0.00
April 30 2018,Island,WA,Truck,0,0,0,20835,20835,0.00
September 30 2022,Ferry,WA,Truck,0,0,0,3614,3614,0.00
January 31 2023,Okanogan,WA,Passenger,106,53,159,26135,26294,0.60
May 31 2018,Jefferson,WA,Truck,0,0,0,9536,9536,0.00
August 31 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
June 30 2021,Richland,SC,Passenger,0,1,1,138,139,0.72
February 28 2021,New Haven,CT,Passenger,0,2,2,36,38,5.26
October 31 2021,Moore,NC,Passenger,0,1,1,127,128,0.78
January 31 2023,Douglas,CO,Passenger,0,1,1,66,67,1.49
February 28 2019,Marion,IN,Passenger,1,0,1,116,117,0.85
March 31 2022,Harrison,MS,Passenger,2,0,2,48,50,4.00
January 31 2020,DeKalb,GA,Passenger,1,0,1,87,88,1.14
September 30 2023,Meade,KY,Passenger,1,0,1,15,16,6.25
October 31 2020,Ramsey,MN,Passenger,1,0,1,36,37,2.70
March 31 2018,Multnomah,OR,Passenger,3,4,7,823,830,0.84
October 31 2022,Hillsborough,FL,Passenger,1,2,3,113,116,2.59
February 28 2017,Monroe,NY,Passenger,1,0,1,29,30,3.33
February 29 2020,Tulsa,OK,Passenger,1,1,2,50,52,3.85
January 31 2020,Mercer,NJ,Passenger,0,1,1,18,19,5.26
September 30 2018,Clark,WA,Truck,0,0,0,79359,79359,0.00
May 31 2023,Skagit,WA,Passenger,1080,403,1483,89003,90486,1.64
June 30 2020,Dakota,MN,Passenger,0,1,1,34,35,2.86
September 30 2021,Norfolk,VA,Passenger,3,3,6,316,322,1.86
December 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2023,Mason,WA,Passenger,401,200,601,46461,47062,1.28
October 31 2023,Adams,WA,Passenger,29,12,41,12936,12977,0.32
December 31 2022,Pend Oreille,WA,Truck,0,0,0,5587,5587,0.00
September 30 2018,Lincoln,WA,Truck,0,0,0,4578,4578,0.00
April 30 2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
November 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
July 31 2021,King,WA,Truck,5,1,6,184318,184324,0.00
July 31 2019,Lewis,WA,Passenger,100,96,196,59360,59556,0.33
June 30 2023,Riverside,CA,Passenger,6,0,6,361,367,1.63
December 31 2021,Prince George's,MD,Passenger,2,1,3,148,151,1.99
July 31 2019,Harrison,MS,Passenger,1,0,1,64,65,1.54
December 31 2023,Gwinnett,GA,Passenger,1,0,1,32,33,3.03
November 30 2023,Parker,TX,Passenger,0,1,1,11,12,8.33
April 30 2019,Polk,FL,Passenger,1,0,1,67,68,1.47
August 31 2020,Ramsey,MN,Passenger,1,0,1,39,40,2.50
November 30 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
May 31 2018,Asotin,WA,Passenger,8,6,14,12599,12613,0.11
March 31 2022,Stevens,WA,Truck,0,0,0,18989,18989,0.00
October 31 2019,Arlington,VA,Passenger,0,2,2,156,158,1.27
September 30 2020,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
July 31 2022,Denton,TX,Passenger,1,0,1,63,64,1.56
September 30 2022,,,Passenger,3,1,4,287,291,1.37
October 31 2023,Palm Beach,FL,Passenger,0,1,1,35,36,2.78
November 30 2019,Camden,NJ,Passenger,0,1,1,22,23,4.35
August 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
February 29 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
July 31 2018,Benton,WA,Truck,0,0,0,41092,41092,0.00
September 30 2018,Lincoln,WA,Passenger,2,6,8,7748,7756,0.10
August 31 2023,Madison,IL,Passenger,1,0,1,14,15,6.67
September 30 2022,Geary,KS,Passenger,1,0,1,82,83,1.20
July 31 2022,Hamilton,IN,Passenger,1,0,1,21,22,4.55
February 28 2022,Richland,SC,Passenger,0,2,2,133,135,1.48
September 30 2020,Tulsa,OK,Passenger,1,1,2,43,45,4.44
May 31 2019,Franklin,WA,Truck,0,0,0,19246,19246,0.00
December 31 2018,Garfield,WA,Passenger,1,1,2,1328,1330,0.15
June 30 2019,San Joaquin,CA,Passenger,1,0,1,129,130,0.77
August 31 2018,Spokane,WA,Truck,1,0,1,93015,93016,0.00
August 31 2021,Pacific,WA,Passenger,48,54,102,16059,16161,0.63
December 31 2021,Portsmouth,VA,Passenger,0,1,1,83,84,1.19
August 31 2022,Duval,FL,Passenger,0,2,2,281,283,0.71
October 31 2023,Vernon,LA,Passenger,1,0,1,65,66,1.52
January 31 2022,Hamilton,IN,Passenger,2,0,2,25,27,7.41
March 31 2018,Northampton,PA,Passenger,0,1,1,63,64,1.56
January 31 2018,Madison,ID,Passenger,1,0,1,40,41,2.44
April 30 2023,Houston,GA,Passenger,1,0,1,26,27,3.70
October 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
September 30 2019,Ada,ID,Passenger,0,2,2,315,317,0.63
October 31 2022,Los Angeles,CA,Passenger,6,6,12,743,755,1.59
May 31 2022,Salt Lake,UT,Passenger,1,1,2,142,144,1.39
January 31 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
May 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
February 28 2023,Sarasota,FL,Passenger,1,0,1,19,20,5.00
July 31 2017,Stevens,WA,Passenger,8,23,31,31389,31420,0.10
January 31 2022,San Bernardino,CA,Passenger,1,1,2,361,363,0.55
January 31 2020,El Paso,TX,Passenger,3,0,3,455,458,0.66
September 30 2020,Middlesex,MA,Passenger,1,1,2,94,96,2.08
January 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
December 31 2023,Columbia,WA,Passenger,12,0,12,2356,2368,0.51
September 30 2021,Grays Harbor,WA,Truck,0,0,0,21397,21397,0.00
September 30 2019,Lincoln,WA,Passenger,2,10,12,7807,7819,0.15
November 30 2019,Volusia,FL,Passenger,0,1,1,44,45,2.22
December 31 2020,Camden,NJ,Passenger,0,1,1,19,20,5.00
July 31 2017,Kittitas,WA,Passenger,24,19,43,27677,27720,0.16
November 30 2020,Benton,WA,Passenger,425,348,773,134752,135525,0.57
February 29 2020,Cumberland,NC,Passenger,0,2,2,493,495,0.40
February 29 2020,Placer,CA,Passenger,2,0,2,100,102,1.96
December 31 2019,Alameda,CA,Passenger,5,1,6,302,308,1.95
November 30 2018,Orange,FL,Passenger,2,1,3,165,168,1.79
January 31 2023,Lincoln,OR,Passenger,0,1,1,13,14,7.14
December 31 2019,Randolph,NC,Passenger,1,0,1,7,8,12.50
October 31 2021,Benton,WA,Passenger,594,426,1020,135951,136971,0.74
June 30 2018,Pinal,AZ,Passenger,2,0,2,207,209,0.96
May 31 2017,Whatcom,WA,Truck,2,0,2,41516,41518,0.00
June 30 2021,Juneau,AK,Passenger,0,1,1,27,28,3.57
March 31 2020,Kent,MI,Passenger,0,1,1,25,26,3.85
January 31 2018,Grays Harbor,WA,Truck,0,0,0,20086,20086,0.00
October 31 2018,Monterey,CA,Passenger,0,1,1,191,192,0.52
September 30 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
January 31 2018,Yakima,WA,Passenger,60,76,136,162505,162641,0.08
September 30 2018,Stevens,WA,Passenger,13,27,40,31691,31731,0.13
February 28 2022,Lake,IL,Passenger,3,0,3,158,161,1.86
November 30 2022,Fairfax,VA,Passenger,6,3,9,607,616,1.46
September 30 2019,Goochland,VA,Passenger,2,1,3,267,270,1.11
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1701,1701,0.00
September 30 2019,Charles,MD,Passenger,0,1,1,90,91,1.10
August 31 2023,Stafford,VA,Passenger,3,0,3,78,81,3.70
July 31 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
March 31 2018,Prince William,VA,Passenger,0,4,4,266,270,1.48
December 31 2022,Santa Barbara,CA,Passenger,1,0,1,73,74,1.35
December 31 2020,Morris,NJ,Passenger,1,0,1,16,17,5.88
August 31 2018,Clallam,WA,Truck,0,0,0,21475,21475,0.00
October 31 2022,Adams,WA,Passenger,22,12,34,13025,13059,0.26
November 30 2017,El Paso,CO,Passenger,2,0,2,763,765,0.26
March 31 2018,Ramsey,MN,Passenger,1,0,1,39,40,2.50
September 30 2018,Benton,WA,Truck,0,0,0,41345,41345,0.00
May 31 2018,Frederick,MD,Passenger,0,1,1,86,87,1.15
February 28 2021,Fulton,GA,Passenger,0,2,2,84,86,2.33
November 30 2017,Travis,TX,Passenger,1,1,2,189,191,1.05
April 30 2018,El Paso,TX,Passenger,1,0,1,520,521,0.19
April 30 2021,Yamhill,OR,Passenger,1,0,1,42,43,2.33
June 30 2019,Lincoln,WA,Truck,0,0,0,4675,4675,0.00
May 31 2021,Philadelphia,PA,Passenger,1,0,1,54,55,1.82
July 31 2018,Fairfax,VA,Passenger,3,2,5,831,836,0.60
March 31 2018,Franklin,WA,Truck,0,0,0,18615,18615,0.00
March 31 2022,Wahkiakum,WA,Truck,0,0,0,1813,1813,0.00
September 30 2021,Pinellas,FL,Passenger,0,1,1,94,95,1.05
September 30 2023,Onslow,NC,Passenger,0,1,1,133,134,0.75
February 28 2018,Pacific,WA,Truck,0,0,0,7560,7560,0.00
June 30 2017,Skamania,WA,Passenger,9,7,16,8565,8581,0.19
May 31 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
August 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
August 31 2017,Whitman,WA,Passenger,11,22,33,22123,22156,0.15
August 31 2021,Tarrant,TX,Passenger,1,0,1,149,150,0.67
June 30 2019,Caddo,LA,Passenger,0,1,1,23,24,4.17
October 31 2022,Grant,WA,Passenger,211,108,319,66674,66993,0.48
December 31 2021,Cook,IL,Passenger,2,0,2,206,208,0.96
November 30 2019,Montgomery,AL,Passenger,0,1,1,38,39,2.56
October 31 2020,Boulder,CO,Passenger,1,1,2,46,48,4.17
October 31 2017,Dallas,TX,Passenger,0,1,1,186,187,0.53
May 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
September 30 2022,Whatcom,WA,Passenger,1951,770,2721,148698,151419,1.80
December 31 2023,Maricopa,AZ,Passenger,6,1,7,529,536,1.31
January 31 2020,Stevens,WA,Passenger,33,32,65,31483,31548,0.21
October 31 2022,Ferry,WA,Truck,0,0,0,3591,3591,0.00
August 31 2023,Klickitat,WA,Truck,11,0,11,8217,8228,0.13
October 31 2023,Albemarle,VA,Passenger,1,0,1,14,15,6.67
November 30 2021,Manassas,VA,Passenger,0,1,1,8,9,11.11
July 31 2023,Douglas,CO,Passenger,0,1,1,55,56,1.79
February 28 2017,Eagle,CO,Passenger,1,0,1,8,9,11.11
August 31 2021,Ferry,WA,Passenger,9,3,12,4388,4400,0.27
April 30 2022,Larimer,CO,Passenger,1,0,1,47,48,2.08
February 28 2018,Franklin,WA,Truck,0,0,0,18574,18574,0.00
August 31 2019,El Paso,TX,Passenger,3,0,3,484,487,0.62
March 31 2021,Douglas,WA,Truck,0,0,0,12553,12553,0.00
February 28 2017,Cascade,MT,Passenger,0,1,1,61,62,1.61
February 28 2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
July 31 2023,Skagit,WA,Truck,23,0,23,31797,31820,0.07
March 31 2022,Okanogan,WA,Truck,0,0,0,16685,16685,0.00
May 31 2017,Bexar,TX,Passenger,1,0,1,978,979,0.10
July 31 2019,San Joaquin,CA,Passenger,1,0,1,130,131,0.76
July 31 2023,Multnomah,OR,Passenger,1,2,3,415,418,0.72
August 31 2020,Jefferson,CO,Passenger,0,1,1,58,59,1.69
February 28 2019,Maui,HI,Passenger,2,0,2,50,52,3.85
May 31 2023,Alameda,CA,Passenger,4,0,4,171,175,2.29
June 30 2023,Broward,FL,Passenger,1,0,1,67,68,1.47
November 30 2018,Lee,FL,Passenger,1,0,1,53,54,1.85
October 31 2023,Santa Barbara,CA,Passenger,1,0,1,62,63,1.59
April 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
June 30 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
March 31 2020,Pierce,WA,Passenger,2310,1691,4001,550995,554996,0.72
July 31 2020,Walla Walla,WA,Truck,0,0,0,13754,13754,0.00
March 31 2021,Duval,FL,Passenger,0,2,2,359,361,0.55
June 30 2019,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
March 31 2022,Spartanburg,SC,Passenger,0,1,1,44,45,2.22
August 31 2018,Volusia,FL,Passenger,0,1,1,37,38,2.63
December 31 2017,Morris,NJ,Passenger,1,0,1,21,22,4.55
June 30 2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
April 30 2023,Camden,NJ,Passenger,0,1,1,12,13,7.69
September 30 2018,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
May 31 2021,Polk,FL,Passenger,1,0,1,60,61,1.64
November 30 2023,Clallam,WA,Passenger,647,311,958,48229,49187,1.95
November 30 2017,Walla Walla,WA,Passenger,29,31,60,35237,35297,0.17
March 31 2020,Washington,OR,Passenger,1,0,1,465,466,0.21
May 31 2018,Ferry,WA,Truck,0,0,0,3503,3503,0.00
November 30 2021,Jefferson,NY,Passenger,1,1,2,207,209,0.96
April 30 2018,Lee,AL,Passenger,1,0,1,32,33,3.03
March 31 2020,Wahkiakum,WA,Passenger,6,5,11,3006,3017,0.36
November 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
October 31 2018,Pinal,AZ,Passenger,2,0,2,208,210,0.95
December 31 2022,Williamson,TX,Passenger,0,2,2,63,65,3.08
June 30 2023,Rock Island,IL,Passenger,0,1,1,10,11,9.09
May 31 2020,Lake,IL,Passenger,1,0,1,172,173,0.58
October 31 2023,Mobile,AL,Passenger,1,0,1,24,25,4.00
November 30 2017,Frederick,MD,Passenger,0,1,1,87,88,1.14
April 30 2018,Utah,UT,Passenger,0,1,1,141,142,0.70
November 30 2018,Lincoln,WA,Truck,0,0,0,4628,4628,0.00
November 30 2022,Harford,MD,Passenger,1,1,2,41,43,4.65
April 30 2017,Okanogan,WA,Truck,0,0,0,16258,16258,0.00
February 28 2022,Kittitas,WA,Truck,0,0,0,14754,14754,0.00
April 30 2020,Richland,SC,Passenger,0,1,1,158,159,0.63
February 28 2022,Onslow,NC,Passenger,0,1,1,173,174,0.57
May 31 2023,Grant,WA,Passenger,277,122,399,67105,67504,0.59
March 31 2018,Yakima,WA,Truck,0,0,0,58171,58171,0.00
September 30 2021,Okanogan,WA,Truck,0,0,0,16696,16696,0.00
January 31 2021,Palm Beach,FL,Passenger,0,2,2,74,76,2.63
March 31 2020,King,WA,Truck,5,1,6,182401,182407,0.00
May 31 2017,Orange,CA,Passenger,3,1,4,657,661,0.61
March 31 2020,Los Angeles,CA,Passenger,6,12,18,1057,1075,1.67
January 31 2020,San Francisco,CA,Passenger,2,1,3,106,109,2.75
January 31 2022,Greene,MO,Passenger,0,1,1,29,30,3.33
March 31 2017,Spokane,WA,Truck,1,0,1,90252,90253,0.00
November 30 2017,Honolulu,HI,Passenger,2,2,4,572,576,0.69
September 30 2023,Pierce,WA,Truck,192,0,192,134826,135018,0.14
July 31 2020,Stevens,WA,Truck,0,0,0,18668,18668,0.00
February 28 2017,Columbia,WA,Truck,0,0,0,1528,1528,0.00
March 31 2021,Asotin,WA,Passenger,17,14,31,12563,12594,0.25
March 31 2023,Newport,RI,Passenger,0,1,1,57,58,1.72
October 31 2020,Whitman,WA,Truck,0,0,0,8491,8491,0.00
July 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2021,Stevens,WA,Truck,0,0,0,18945,18945,0.00
July 31 2020,Ferry,WA,Truck,0,0,0,3570,3570,0.00
December 31 2017,Lincoln,WA,Truck,0,0,0,4492,4492,0.00
September 30 2022,Loudoun,VA,Passenger,2,1,3,62,65,4.62
November 30 2022,Placer,CA,Passenger,2,0,2,68,70,2.86
June 30 2018,Benton,WA,Truck,0,0,0,41025,41025,0.00
March 31 2017,Whitman,WA,Passenger,9,18,27,21933,21960,0.12
March 31 2022,Skagit,WA,Truck,1,0,1,32536,32537,0.00
November 30 2021,Albemarle,VA,Passenger,1,0,1,22,23,4.35
May 31 2022,Chelan,WA,Truck,2,0,2,23062,23064,0.01
January 31 2022,Island,WA,Truck,1,0,1,21449,21450,0.00
November 30 2020,Lane,OR,Passenger,0,1,1,147,148,0.68
December 31 2020,Missoula,MT,Passenger,1,0,1,66,67,1.49
November 30 2020,Honolulu,HI,Passenger,5,2,7,460,467,1.50
January 31 2021,Orange,CA,Passenger,4,3,7,470,477,1.47
October 31 2017,New Haven,CT,Passenger,0,1,1,52,53,1.89
January 31 2023,Polk,OR,Passenger,1,1,2,17,19,10.53
January 31 2023,Lee,FL,Passenger,1,0,1,31,32,3.12
February 28 2021,Henrico,VA,Passenger,0,1,1,17,18,5.56
February 29 2020,Skamania,WA,Passenger,28,19,47,8767,8814,0.53
November 30 2020,Douglas,WA,Truck,0,0,0,12447,12447,0.00
November 30 2021,Richland,SC,Passenger,0,2,2,136,138,1.45
April 30 2019,Cook,IL,Passenger,1,0,1,247,248,0.40
October 31 2018,Howard,MD,Passenger,0,1,1,89,90,1.11
January 31 2019,Hardin,KY,Passenger,0,1,1,102,103,0.97
September 30 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
May 31 2021,Whatcom,WA,Truck,4,0,4,43863,43867,0.01
September 30 2021,Clallam,WA,Truck,1,0,1,22010,22011,0.00
August 31 2020,Nassau,FL,Passenger,1,0,1,37,38,2.63
March 31 2022,Island,WA,Passenger,757,359,1116,62260,63376,1.76
May 31 2020,Maricopa,AZ,Passenger,5,8,13,1494,1507,0.86
September 30 2017,Franklin,OH,Passenger,0,1,1,111,112,0.89
April 30 2022,Stevens,WA,Truck,0,0,0,18980,18980,0.00
December 31 2021,Lewis,WA,Truck,0,0,0,26670,26670,0.00
October 31 2021,Chesapeake,VA,Passenger,1,2,3,387,390,0.77
January 31 2023,Santa Barbara,CA,Passenger,1,0,1,74,75,1.33
August 31 2020,Pierce,WA,Passenger,2519,1703,4222,552260,556482,0.76
September 30 2020,Island,WA,Truck,1,0,1,21241,21242,0.00
August 31 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
June 30 2020,Benton,WA,Truck,0,0,0,42702,42702,0.00
October 31 2021,Island,WA,Passenger,678,333,1011,62994,64005,1.58
October 31 2020,New London,CT,Passenger,1,2,3,241,244,1.23
August 31 2019,Deschutes,OR,Passenger,3,0,3,158,161,1.86
April 30 2023,Hawaii,HI,Passenger,1,0,1,30,31,3.23
January 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
May 31 2021,Jefferson,WA,Passenger,321,181,502,24879,25381,1.98
February 28 2018,Lewis,WA,Passenger,52,45,97,56858,56955,0.17
December 31 2020,Jefferson,NY,Passenger,0,1,1,207,208,0.48
November 30 2023,Pend Oreille,WA,Truck,2,0,2,5479,5481,0.04
February 28 2022,Meade,KY,Passenger,1,0,1,21,22,4.55
December 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25.00
January 31 2023,Chelan,WA,Passenger,554,146,700,54314,55014,1.27
February 28 2022,Pend Oreille,WA,Truck,0,0,0,5716,5716,0.00
April 30 2023,Solano,CA,Passenger,5,0,5,143,148,3.38
February 28 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
December 31 2021,Chelan,WA,Passenger,408,114,522,54670,55192,0.95
June 30 2021,St. Clair,IL,Passenger,2,0,2,135,137,1.46
February 28 2017,St. Lucie,FL,Passenger,1,0,1,31,32,3.12
May 31 2019,Mason,WA,Truck,0,0,0,20357,20357,0.00
August 31 2019,Jefferson,WA,Truck,0,0,0,9675,9675,0.00
June 30 2020,Salt Lake,UT,Passenger,0,1,1,198,199,0.50
June 30 2022,St. Clair,IL,Passenger,2,0,2,115,117,1.71
September 30 2020,Washtenaw,MI,Passenger,1,1,2,35,37,5.41
May 31 2019,Valencia,NM,Passenger,1,0,1,9,10,10.00
November 30 2018,Snohomish,WA,Truck,1,0,1,121949,121950,0.00
October 31 2022,Howard,MD,Passenger,0,2,2,57,59,3.39
April 30 2021,Maui,HI,Passenger,2,0,2,29,31,6.45
August 31 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
January 31 2023,Maui,HI,Passenger,1,0,1,25,26,3.85
April 30 2020,Maricopa,AZ,Passenger,7,8,15,1523,1538,0.98
February 28 2023,Maricopa,AZ,Passenger,8,4,12,785,797,1.51
December 31 2020,Loudoun,VA,Passenger,1,0,1,72,73,1.37
January 31 2021,Williamson,TX,Passenger,0,2,2,127,129,1.55
August 31 2017,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
September 30 2023,Pend Oreille,WA,Truck,0,0,0,5570,5570,0.00
February 28 2023,Essex,MA,Passenger,1,0,1,16,17,5.88
May 31 2019,Bexar,TX,Passenger,2,5,7,678,685,1.02
April 30 2022,Los Angeles,CA,Passenger,7,7,14,826,840,1.67
August 31 2018,Pima,AZ,Passenger,1,1,2,429,431,0.46
April 30 2020,Albemarle,VA,Passenger,1,0,1,23,24,4.17
March 31 2019,Whitman,WA,Passenger,27,41,68,22708,22776,0.30
May 31 2019,Fresno,CA,Passenger,1,0,1,195,196,0.51
October 31 2018,Montgomery,TX,Passenger,2,0,2,65,67,2.99
June 30 2017,Gwinnett,GA,Passenger,0,1,1,87,88,1.14
April 30 2023,Santa Cruz,CA,Passenger,1,0,1,19,20,5.00
July 31 2019,Clallam,WA,Passenger,177,144,321,50638,50959,0.63
June 30 2023,Klickitat,WA,Truck,12,0,12,8233,8245,0.15
July 31 2023,Atlantic,NJ,Passenger,1,0,1,9,10,10.00
July 31 2023,Hillsborough,FL,Passenger,1,2,3,90,93,3.23
May 31 2023,Wahkiakum,WA,Truck,2,0,2,1778,1780,0.11
June 30 2021,Washington,MD,Passenger,1,0,1,12,13,7.69
September 30 2017,Skamania,WA,Passenger,10,7,17,8572,8589,0.20
October 31 2021,Geary,KS,Passenger,1,0,1,100,101,0.99
November 30 2021,Contra Costa,CA,Passenger,1,4,5,259,264,1.89
June 30 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
